Customer ID,Date_col,Location,Customers,Units,Balance,Loan Applications,Overtime Hours,Overtime in Dollars,Turn Over Rate,Employee Name,Product Type,Revenue,Credit Card Decision Status,Credit Card Type,Deposit Account Status,Account Number
708,1/10/2022,Louisiana,Kenyon Johnson,3352,6247500,4,21,925,5,Veda Melendez,ED Loan,67140670,Declined,Business,Interest Bearing,87019109
709,11/30/2021,Kentucky,Tanek Gillespie,1600,3900950,3,23,190,6,Veda Melendez,ED Loan,4672275,Declined,Business,Interest Bearing,84001450
710,7/8/2023,Connecticut,Paki Kim,5853,3451974,4,0,336,2,Veda Melendez,ED Loan,87087538,Declined,Business,Interest Bearing,64589079
711,5/25/2022,Virginia,John Winters,2171,5942508,5,13,542,6,Veda Melendez,ED Loan,58094376,Declined,Business,Interest Bearing,64590959
712,1/1/2023,Idaho,Jameson Haynes,7812,8639378,1,6,869,7,Veda Melendez,ED Loan,59800589,Declined,Business,Interest Bearing,65995363
713,8/16/2023,Hawaii,Laura Greene,8003,3914326,4,21,358,4,Veda Melendez,ED Loan,24307617,Declined,Business,Interest Bearing,60513641
714,6/5/2023,Wisconsin,Uriel Mcfadden,7553,4936851,5,10,376,4,Wang Pearson,ED Loan,66299513,Declined,Business,Interest Bearing,89560413
715,7/26/2023,Virginia,Emily Lawson,9227,6027029,4,19,833,3,Tanisha Mccray,ED Loan,73177059,Declined,Business,Interest Bearing,67744440
716,12/25/2021,Mississippi,Florence Reynolds,8429,8847581,4,5,306,4,Samuel Manning,ED Loan,47304955,Declined,Business,Interest Bearing,69643767
717,6/1/2023,Wyoming,Zeph Levy,3252,3152320,3,16,602,2,Odette Pierce,ED Loan,19835844,Declined,Business,Interest Bearing,89048857
718,7/15/2023,California,Mia Solomon,7975,8366133,1,8,922,4,Talon Harris,ED Loan,18002988,Declined,Business,Interest Bearing,95611977
719,2/3/2022,Alaska,Amaya Romero,4975,6152080,5,4,527,1,Jaime Larson,ED Loan,2109778,Declined,Business,Interest Bearing,61944770
720,2/1/2022,Minnesota,Wylie Dixon,5664,5750452,1,1,1269,2,Dean England,ED Loan,22591216,Declined,Business,Interest Bearing,80993500
721,3/16/2022,Wisconsin,Ignatius Mcknight,7193,3389910,3,9,888,5,Odysseus Whitney,ED Loan,40133449,Declined,Business,Interest Bearing,84090395
722,11/28/2022,Connecticut,Lesley Woodward,6150,9074590,2,17,1246,2,Coby Burris,ED Loan,1995226,Declined,Business,Interest Bearing,85434913
723,2/13/2023,Connecticut,Jackson Boyer,8188,1702278,5,8,763,2,Jael Gilmore,ED Loan,8031558,Declined,Business,Interest Bearing,59323046
724,2/21/2022,Ohio,Xavier Hewitt,6890,5639236,2,12,752,1,Jin Nunez,ED Loan,15426481,Declined,Business,Interest Bearing,72191928
725,1/5/2022,Oregon,Britanney Hanson,5675,6480039,1,8,1402,1,Samantha Garcia,ED Loan,64936206,Declined,Business,Interest Bearing,92333186
726,5/9/2022,Nebraska,Aladdin Shepard,6566,3312381,1,13,299,2,Veda Melendez,ED Loan,4208573,Declined,Business,Interest Bearing,90083550
727,9/28/2022,Maine,Michael Erickson,7144,5364074,1,5,303,5,Dean England,ED Loan,56072867,Declined,Business,Interest Bearing,85382605
728,2/26/2023,Mississippi,Lucy Bates,7988,8293832,2,7,414,3,Odysseus Whitney,ED Loan,25760600,Declined,Business,Interest Bearing,85802536
729,1/16/2023,Oklahoma,Calvin Vang,5516,6460631,2,9,733,4,Coby Burris,ED Loan,1227942,Declined,Business,Interest Bearing,87868747
730,6/30/2022,Michigan,Tanisha Crane,2197,2034615,2,11,851,3,Jael Gilmore,ED Loan,13407472,Declined,Business,Interest Bearing,77152177
731,1/7/2023,Massachusetts,Aline Dalton,5073,6058640,1,8,288,6,Jin Nunez,ED Loan,1650407,Declined,Business,Interest Bearing,58734457
732,12/11/2021,Washington,Emerald Floyd,8130,2076271,1,7,300,5,Samantha Garcia,ED Loan,58103152,Declined,Business,Interest Bearing,77090378
733,6/21/2023,Illinois,Hop Scott,3459,1961527,2,4,825,7,Veda Melendez,ED Loan,1982506,Declined,Business,Interest Bearing,81885958
734,7/12/2022,Maine,Steel Bentley,6871,2264949,2,0,325,7,Meghan Small,ED Loan,83530823,Declined,Business,Interest Bearing,60562585
735,9/16/2022,Georgia,Cynthia Pearson,7632,3399951,2,5,225,3,Dominique Vargas,ED Loan,71867410,Declined,Business,Interest Bearing,61741055
736,8/2/2022,Florida,Linda Combs,3025,9338858,2,6,192,3,Wang Pearson,ED Loan,3837653,Declined,Business,Interest Bearing,64238646
737,12/6/2021,Illinois,Lawrence Mayer,8136,2767885,3,14,313,6,Tanisha Mccray,ED Loan,12866329,Declined,Business,Interest Bearing,85795129
738,1/30/2022,Michigan,Cheyenne Rosario,6001,4276428,1,14,632,1,Samuel Manning,ED Loan,7958374,Declined,Business,Interest Bearing,81265701
739,7/30/2022,Kansas,Fitzgerald Mclaughlin,3668,4430318,2,13,682,1,Odette Pierce,ED Loan,84458760,Declined,Business,Interest Bearing,95295219
740,6/17/2022,Kentucky,Yoshio Lester,3969,5425610,3,3,803,7,Talon Harris,ED Loan,4904342,Declined,Business,Interest Bearing,56909844
741,10/17/2022,Mississippi,Ingrid Soto,4511,1627179,2,22,1053,1,Jaime Larson,ED Loan,33200960,Declined,Business,Interest Bearing,92550325
742,12/3/2022,Kansas,Jocelyn Walls,2822,4154597,4,24,701,5,Dean England,ED Loan,5050998,Declined,Business,Interest Bearing,73226266
743,12/30/2021,Kansas,Callum Kemp,4283,9488894,4,4,1215,6,Odysseus Whitney,ED Loan,73501042,Declined,Business,Interest Bearing,82887067
744,7/31/2022,Mississippi,Daphne Larsen,6546,9461705,1,0,347,4,Coby Burris,ED Loan,13636553,Declined,Business,Interest Bearing,66391032
745,8/6/2022,Pennsylvania,Zelda Paul,5074,7866069,3,9,85,6,Jael Gilmore,ED Loan,26273641,Declined,Business,Interest Bearing,63505011
746,8/4/2022,Nevada,Josiah Delgado,4616,9280314,4,4,1452,2,Jin Nunez,ED Loan,79573082,Declined,Business,Interest Bearing,71670476
747,8/16/2022,Utah,Gemma Raymond,6662,4020289,2,9,172,1,Samantha Garcia,ED Loan,3800694,Declined,Business,Interest Bearing,62261005
748,5/18/2023,Connecticut,Susan Griffin,3220,9097528,3,16,358,6,Veda Melendez,ED Loan,27840789,Declined,Business,Interest Bearing,93763588
749,12/8/2021,Colorado,Samson Carpenter,5819,2022014,4,6,133,4,Dean England,ED Loan,23744725,Approved,Business,Interest Bearing,68824729
750,8/23/2023,Ohio,Zane Morrow,3648,3043329,3,21,785,0,Odysseus Whitney,ED Loan,14519112,Approved,Business,Interest Bearing,97521883
751,4/1/2022,Michigan,Cheryl Brewer,3301,3371354,3,4,803,6,Coby Burris,ED Loan,67841322,Approved,Business,Interest Bearing,83156571
752,11/26/2022,Idaho,Gage Savage,6204,5389856,3,18,709,5,Jael Gilmore,ED Loan,8269391,Approved,Business,Interest Bearing,71409267
753,6/1/2023,Montana,Lucian Wolfe,4565,8890846,2,3,69,8,Jin Nunez,ED Loan,16648817,Approved,Business,Interest Bearing,71878610
754,9/9/2022,Washington,Charlotte Thompson,5712,7787522,5,9,698,0,Samantha Garcia,ED Loan,21057469,Approved,Business,Interest Bearing,84615771
755,11/30/2021,Iowa,Xenos Guerra,7700,4117168,3,7,1387,1,Veda Melendez,ED Loan,86020982,Approved,Business,Interest Bearing,95030413
756,2/20/2023,Alaska,Chadwick Berg,7657,9070824,2,11,347,3,Meghan Small,ED Loan,55882522,Approved,Business,Interest Bearing,72593057
757,3/23/2022,Georgia,Mallory Heath,6294,1597473,3,13,693,2,Dominique Vargas,ED Loan,70688864,Approved,Business,Interest Bearing,63163205
758,7/13/2022,Wisconsin,Brett Lynn,2707,7711056,1,13,560,2,Wang Pearson,ED Loan,51951091,Approved,Business,Interest Bearing,62034215
759,5/1/2022,Idaho,Skyler Hendrix,7832,9109737,5,10,1001,7,Tanisha Mccray,ED Loan,4222442,Approved,Business,Interest Bearing,74959147
760,1/10/2022,Hawaii,Reed Peck,8029,2262360,3,5,193,1,Samuel Manning,ED Loan,18250440,Approved,Business,Interest Bearing,80971852
761,8/6/2022,Idaho,Jade Rodriguez,2253,4222314,3,19,751,6,Odette Pierce,ED Loan,56560339,Approved,Business,Interest Bearing,81280449
762,7/26/2022,Utah,Paul Pace,4905,6407895,2,2,1465,8,Talon Harris,ED Loan,11377407,Approved,Business,Interest Bearing,76069885
763,1/25/2022,Connecticut,Veronica Poole,7505,7197054,3,8,507,8,Jaime Larson,ED Loan,77615356,Approved,Business,Interest Bearing,76441193
764,3/22/2022,Vermont,Beck Cole,5045,8385657,2,2,1063,3,Dean England,ED Loan,7069781,Approved,Business,Interest Bearing,71819881
765,10/9/2022,Delaware,Kiayada Parker,5326,3936079,1,2,780,2,Odysseus Whitney,ED Loan,12969805,Approved,Business,Interest Bearing,65477148
766,3/28/2022,Mississippi,Hannah Brooks,8007,9187297,4,19,263,3,Coby Burris,ED Loan,9679800,Approved,Business,Interest Bearing,73952219
767,5/4/2022,Arizona,Ann Briggs,7849,2143842,2,13,330,6,Jael Gilmore,ED Loan,48061814,Approved,Business,Interest Bearing,96006048
768,1/22/2023,Colorado,Aspen Webster,3725,8520187,4,6,121,3,Jin Nunez,ED Loan,26324424,Approved,Business,Interest Bearing,60056776
769,6/11/2023,Georgia,Judith Holden,7037,6445642,1,0,1437,7,Samantha Garcia,ED Loan,21133327,Approved,Business,Interest Bearing,89948069
770,1/20/2022,Maryland,Robert Tyler,4131,2439010,2,5,659,2,Veda Melendez,ED Loan,555890,Approved,Business,Interest Bearing,81335300
771,5/27/2023,Wisconsin,Hakeem Duke,2483,8161814,3,6,515,2,Dean England,ED Loan,63770978,Approved,Business,Interest Bearing,69368557
772,2/8/2023,Hawaii,Rama Fisher,5375,5491319,1,17,642,7,Odysseus Whitney,ED Loan,50433827,Approved,Business,Interest Bearing,67092835
773,2/28/2022,Wyoming,Mark Joyner,8842,5560107,1,13,751,6,Coby Burris,ED Loan,31786326,Approved,Business,Interest Bearing,96398179
774,1/16/2023,Georgia,Maisie Griffith,2608,7090356,4,6,611,5,Jael Gilmore,ED Loan,1453086,Approved,Business,Interest Bearing,87649618
775,12/9/2022,Nevada,Colton Dennis,8905,8477551,1,14,732,2,Jin Nunez,ED Loan,43077013,Approved,Business,Interest Bearing,71488814
776,5/24/2023,Delaware,Oprah Huffman,8534,2535285,1,13,166,4,Samantha Garcia,ED Loan,74615394,Approved,Business,Interest Bearing,98529900
777,4/19/2023,Maryland,Keefe Long,5868,6775880,2,21,143,1,Veda Melendez,ED Loan,49155181,Approved,Business,Interest Bearing,69039608
778,3/30/2023,Montana,Juliet Hubbard,9310,6169091,0,21,1161,1,Meghan Small,ED Loan,67341651,Approved,Business,Interest Bearing,89763822
779,2/11/2022,Florida,Bell Estes,3560,3706462,2,21,286,0,Dominique Vargas,ED Loan,49791505,Approved,Business,Interest Bearing,97634603
780,5/23/2023,Arizona,Dean Saunders,8881,6107237,2,3,1302,4,Wang Pearson,ED Loan,36120919,Approved,Business,Interest Bearing,78558251
781,10/3/2022,Arizona,Brandon Mcclure,7847,2906885,4,15,380,4,Tanisha Mccray,ED Loan,51242789,Approved,Business,Interest Bearing,62006538
782,6/13/2022,Maryland,Harriet Weeks,6645,7270437,0,21,938,5,Samuel Manning,ED Loan,50974424,Approved,Business,Interest Bearing,80756545
783,11/3/2022,Delaware,Patrick Bernard,8428,4757431,4,23,358,0,Odette Pierce,ED Loan,53468221,Approved,Business,Interest Bearing,66521460
784,5/4/2023,Texas,Dale Sherman,5864,8750417,1,22,690,5,Talon Harris,ED Loan,1446174,Approved,Business,Interest Bearing,82362414
785,3/21/2023,Florida,Hermione Norman,9132,8223049,2,2,1296,4,Jaime Larson,ED Loan,86158440,Approved,Business,Interest Bearing,75380462
786,12/2/2022,Hawaii,Carly Lynch,5750,1361878,5,24,701,0,Dean England,ED Loan,6961675,Approved,Business,Interest Bearing,98764270
787,5/15/2023,Minnesota,Kirk Workman,5912,9163050,4,16,146,6,Odysseus Whitney,ED Loan,19519401,Approved,Business,Interest Bearing,65708036
788,7/28/2022,Oklahoma,Bruce Norton,6311,8283635,4,23,1274,7,Coby Burris,ED Loan,65352412,Approved,Business,Interest Bearing,64907722
789,1/6/2023,Alaska,Barbara Lawson,6406,6507202,3,7,377,4,Jael Gilmore,ED Loan,27582155,Approved,Business,Interest Bearing,80665850
790,2/25/2023,Connecticut,Mark Klein,1482,5275977,0,6,1500,3,Jin Nunez,ED Loan,3731785,Approved,Business,Interest Bearing,95354725
791,5/17/2022,Hawaii,Anne Cook,6633,6889927,5,6,1257,7,Samantha Garcia,ED Loan,75714216,Approved,Business,Interest Bearing,71229965
792,4/29/2022,Pennsylvania,Camilla Davis,8557,7394052,4,7,642,7,Veda Melendez,ED Loan,42289440,Approved,Business,Interest Bearing,78993686
793,1/7/2022,Missouri,Marvin Key,6448,6685963,4,1,1035,7,Dean England,ED Loan,15778759,Approved,Business,Interest Bearing,80954565
794,7/7/2023,Minnesota,Jesse Kennedy,1396,2250906,4,8,55,7,Odysseus Whitney,ED Loan,78268416,Approved,Business,Interest Bearing,94900665
795,8/16/2022,Illinois,Alvin Winters,7454,4433972,3,21,1117,4,Coby Burris,ED Loan,78198361,Approved,Business,Interest Bearing,75506145
796,12/10/2022,Montana,Armando Good,8719,6149384,0,11,1183,3,Jael Gilmore,ED Loan,5005779,Approved,Business,Interest Bearing,70447773
797,11/27/2022,Texas,Rinah Mckay,3927,5606450,1,3,432,3,Jin Nunez,ED Loan,7356256,Approved,Business,Interest Bearing,68895969
798,4/24/2022,Minnesota,Rhiannon Carey,7527,3211979,0,22,625,7,Samantha Garcia,ED Loan,86437792,Approved,Business,Interest Bearing,97138162
799,4/17/2023,Louisiana,Norman Estrada,2370,6889426,4,5,1282,2,Veda Melendez,ED Loan,47327680,Approved,Business,Interest Bearing,86093156
800,6/16/2022,Virginia,Seth Vazquez,6220,3833818,4,23,350,7,Meghan Small,ED Loan,72948743,Approved,Business,Interest Bearing,80318247
801,4/23/2022,Utah,Ginger O'Neill,5236,3118493,3,18,1337,3,Dominique Vargas,ED Loan,86354782,Approved,Business,Interest Bearing,92836586
802,3/7/2022,Delaware,Porter Shepherd,4084,2898788,2,14,917,2,Wang Pearson,ED Loan,80607105,Approved,Business,Interest Bearing,86148684
803,8/26/2022,Pennsylvania,Brooke Bell,7547,7503401,2,2,1188,7,Tanisha Mccray,ED Loan,64959596,Approved,Business,Interest Bearing,68596676
804,1/24/2022,Iowa,Thomas Alston,1879,3632213,4,9,940,8,Samuel Manning,ED Loan,70726966,Approved,Business,Interest Bearing,87098997
805,5/15/2023,Pennsylvania,Jennifer Kerr,8291,2693761,3,2,827,1,Odette Pierce,ED Loan,15068057,Approved,Business,Interest Bearing,72990068
806,12/14/2022,Arkansas,Camilla Phillips,1444,3599334,2,3,1433,4,Talon Harris,ED Loan,82157293,Approved,Business,Interest Bearing,68284509
807,11/26/2021,Florida,Logan Sutton,9104,2463482,1,22,1396,1,Jaime Larson,ED Loan,31056381,Approved,Business,Interest Bearing,89248369
808,1/1/2023,Arizona,Celeste Mccray,7974,5856500,3,16,1026,4,Dean England,ED Loan,12363236,Approved,Business,Interest Bearing,71402241
809,12/21/2022,Wyoming,Francesca Ryan,5254,6887957,2,15,198,5,Odysseus Whitney,ED Loan,37377013,Approved,Business,Interest Bearing,76196941
810,4/16/2022,Wisconsin,Brenda Knowles,4614,5805202,0,22,389,6,Coby Burris,ED Loan,73919437,Approved,Business,Interest Bearing,95806122
811,6/12/2023,Indiana,Kenyon Mathews,7042,4668006,1,5,604,3,Jael Gilmore,ED Loan,17506314,Approved,Business,Interest Bearing,97208328
812,11/11/2022,Massachusetts,Kiona Hayden,6308,8372615,2,14,901,4,Jin Nunez,ED Loan,73819983,Approved,Business,Interest Bearing,93468048
813,8/31/2022,Massachusetts,Baxter Carey,9116,4992716,4,18,1410,3,Samantha Garcia,ED Loan,68791447,Approved,Business,Interest Bearing,87767870
814,1/20/2022,Indiana,Cullen Hayes,2525,8087199,2,20,629,2,Veda Melendez,ED Loan,8755850,Approved,Business,Interest Bearing,77847142
815,1/24/2022,Missouri,Sharon Ramos,2618,2810270,2,17,748,3,Dean England,ED Loan,64588242,Approved,Business,Interest Bearing,82629607
816,11/26/2021,Idaho,Iona Hull,9203,9154403,0,16,1200,4,Odysseus Whitney,ED Loan,87540985,Approved,Business,Interest Bearing,64777414
817,5/9/2022,Wisconsin,Halee Hill,4381,4547185,3,12,52,0,Coby Burris,ED Loan,79945220,Approved,Business,Interest Bearing,74319619
818,8/30/2023,Colorado,Xander Holmes,3278,5361378,2,8,1491,0,Jael Gilmore,ED Loan,59718131,Approved,Business,Interest Bearing,81320051
819,8/5/2022,Ohio,Dora Mooney,7365,7558611,0,4,1065,2,Jin Nunez,ED Loan,65948923,Approved,Business,Interest Bearing,88263570
820,9/5/2022,Virginia,Justine Mcgowan,9108,6916195,2,13,1200,7,Samantha Garcia,ED Loan,80134479,Approved,Business,Interest Bearing,71070768
821,7/15/2022,Montana,Lillith Huffman,8723,3859647,3,15,641,7,Veda Melendez,ED Loan,20192775,Approved,Business,Interest Bearing,63596534
822,3/27/2022,Iowa,Kadeem Fleming,6639,7168219,4,5,656,5,Meghan Small,ED Loan,64246848,Approved,Business,Interest Bearing,58629616
823,7/5/2022,Delaware,Yvonne Christian,2636,7114857,5,23,1289,8,Dominique Vargas,ED Loan,48450068,Approved,Business,Interest Bearing,64863905
824,12/17/2021,California,Aileen Landry,7160,4545823,1,7,1323,4,Wang Pearson,ED Loan,58639000,Approved,Business,Interest Bearing,78931982
825,3/27/2022,Oklahoma,Demetrius Dotson,5024,4200497,2,4,1029,6,Tanisha Mccray,ED Loan,54014617,Approved,Business,Interest Bearing,82790657
826,7/26/2023,Wisconsin,Dustin Pate,2054,3088321,2,13,691,2,Samuel Manning,ED Loan,22163072,Approved,Business,Interest Bearing,60606682
827,4/15/2022,Texas,Mark Gibson,6528,2221713,4,14,1479,0,Odette Pierce,ED Loan,5328077,Approved,Business,Interest Bearing,58242719
828,1/10/2022,Oklahoma,Tatiana Holder,3710,1614555,0,19,875,5,Talon Harris,ED Loan,62192586,Approved,Business,Interest Bearing,88738972
829,8/21/2023,Iowa,Warren Stevens,3885,4109567,3,9,1033,6,Jaime Larson,ED Loan,63679564,Approved,Business,Interest Bearing,90869910
830,2/24/2023,Vermont,Hu Crawford,8533,8409172,5,20,1064,3,Dean England,ED Loan,10131629,Approved,Business,Interest Bearing,96807527
831,7/10/2023,Florida,Lesley Lane,9378,4974769,1,21,730,1,Odysseus Whitney,ED Loan,88463871,Approved,Business,Interest Bearing,82596506
832,4/19/2022,Delaware,Kaitlin Beck,6900,4437414,3,5,529,8,Coby Burris,ED Loan,7758006,Approved,Business,Interest Bearing,64038836
833,12/30/2022,Illinois,Naida Crane,6341,1810206,1,10,1014,5,Jael Gilmore,ED Loan,67073208,Approved,Business,Interest Bearing,68690192
834,3/8/2022,Iowa,Alma Dejesus,7393,6253590,1,16,412,3,Jin Nunez,ED Loan,75663471,Approved,Business,Interest Bearing,57835336
835,1/15/2023,Maryland,Bruce Farley,5143,6759956,1,19,889,1,Samantha Garcia,ED Loan,5405044,Approved,Business,Interest Bearing,91750757
836,12/26/2021,Pennsylvania,Halla Lynn,4569,7288211,1,9,214,3,Veda Melendez,ED Loan,56212842,Approved,Business,Interest Bearing,84065516
837,12/23/2022,Utah,Quinn Byers,3567,8071985,3,15,393,4,Dean England,ED Loan,13669337,Approved,Business,Interest Bearing,63859839
838,11/12/2022,Wisconsin,Dane Kent,3427,8044067,5,23,1332,2,Odysseus Whitney,ED Loan,45820444,Approved,Business,Interest Bearing,70191618
839,3/4/2022,Massachusetts,Miriam Sykes,9249,9145303,3,23,1263,1,Coby Burris,ED Loan,31771461,Approved,Business,Interest Bearing,71308270
840,1/12/2022,Maine,Bert Wagner,5598,1796799,0,10,225,4,Jael Gilmore,ED Loan,75566485,Approved,Business,Interest Bearing,69638658
841,11/23/2021,Maine,Oliver Strong,4694,7178441,3,2,540,6,Jin Nunez,ED Loan,37107373,Approved,Business,Interest Bearing,67449449
842,1/30/2022,Oklahoma,Gavin Chaney,5148,8541921,4,14,957,1,Samantha Garcia,ED Loan,58289088,Approved,Business,Interest Bearing,67253998
843,3/31/2022,Idaho,Xantha Maxwell,8317,6599621,5,9,357,7,Veda Melendez,ED Loan,46566155,Approved,Business,Interest Bearing,63103095
844,12/9/2022,Iowa,Dalton Wyatt,2270,4360860,5,3,415,2,Meghan Small,ED Loan,18260333,Approved,Business,Interest Bearing,65711673
845,11/20/2021,Oklahoma,Zachery Blair,4667,7309816,3,19,645,3,Dominique Vargas,ED Loan,4106618,Approved,Business,Interest Bearing,95847321
846,3/22/2022,Montana,Palmer Petty,6046,1503561,1,22,1498,6,Wang Pearson,ED Loan,44833103,Approved,Business,Interest Bearing,87653698
847,3/11/2022,Virginia,Willow Booth,2677,7499711,4,8,519,2,Tanisha Mccray,ED Loan,10958863,Approved,Business,Interest Bearing,98357721
848,7/16/2022,Connecticut,Declan Humphrey,8631,9404297,4,6,175,3,Samuel Manning,ED Loan,22756322,Approved,Business,Interest Bearing,66293288
849,5/25/2022,Alabama,Basia Peterson,1404,2836769,1,5,1258,6,Odette Pierce,ED Loan,8220621,Approved,Business,Interest Bearing,87027873
850,11/28/2021,Virginia,Martin Woodard,1462,8960334,4,23,861,4,Talon Harris,ED Loan,45901474,Approved,Business,Interest Bearing,61960164
851,3/16/2023,Florida,Tamara Guerrero,4877,5023012,4,4,168,0,Jaime Larson,ED Loan,79396721,Approved,Business,Interest Bearing,60742437
852,5/22/2023,Idaho,Kessie Cash,3054,3369048,1,23,509,3,Dean England,Auto Loan,1065459,Approved,Business,Interest Bearing,67353373
853,4/8/2023,Wisconsin,Brody Soto,4740,8598402,5,20,591,7,Odysseus Whitney,Auto Loan,28043586,Approved,Business,Interest Bearing,90203255
854,3/19/2023,Maryland,Armando Singleton,7348,5937701,4,8,170,7,Coby Burris,Auto Loan,15384390,Approved,Business,Interest Bearing,92158800
855,1/14/2023,Florida,Derek Dejesus,5854,1270689,4,13,593,8,Jael Gilmore,Auto Loan,86023335,Approved,Business,Interest Bearing,75212533
856,7/29/2023,Tennessee,Bo Foreman,8925,6579363,4,19,723,3,Jin Nunez,Auto Loan,71803276,Approved,Business,Interest Bearing,94598896
857,5/18/2023,Alaska,Nathan Davis,9106,4193161,0,1,1469,6,Samantha Garcia,Auto Loan,23650218,Approved,Business,Interest Bearing,76392025
858,8/27/2023,Texas,Steel Bauer,5256,8155357,2,16,592,3,Veda Melendez,Auto Loan,1387889,Approved,Business,Interest Bearing,85699162
859,9/7/2022,Indiana,Hadley Salinas,1768,3546001,1,15,715,6,Dean England,Auto Loan,11261183,Approved,Business,Interest Bearing,63791621
860,3/26/2022,Iowa,Walter Bradshaw,4503,4605111,5,2,621,2,Odysseus Whitney,Auto Loan,46334195,Approved,Business,Interest Bearing,89115895
861,6/28/2023,Ohio,Amber Norman,4376,2775259,3,19,282,6,Coby Burris,Auto Loan,1134926,Approved,Business,Interest Bearing,65378493
862,11/12/2022,Missouri,Cyrus Franco,6378,4329068,3,3,1096,0,Jael Gilmore,Auto Loan,86676401,Approved,Business,Interest Bearing,75636560
863,3/10/2023,Illinois,Elliott Marsh,8263,1442246,5,16,1301,0,Jin Nunez,Auto Loan,36362107,Approved,Business,Interest Bearing,56873727
864,11/20/2022,Arizona,Wyoming Kramer,5727,2432100,3,11,1036,4,Samantha Garcia,Auto Loan,55628228,Approved,Business,Interest Bearing,95659325
865,5/14/2023,California,Dane Hobbs,7921,3054703,2,18,970,5,Veda Melendez,Auto Loan,1732189,Approved,Business,Interest Bearing,90511201
866,8/17/2023,California,Rigel Page,1821,4123889,3,22,1292,2,Meghan Small,Auto Loan,33526343,Approved,Business,Interest Bearing,68450247
867,1/30/2022,Nevada,Darryl George,6517,3514425,2,6,196,6,Dominique Vargas,Auto Loan,35309430,Approved,Business,Interest Bearing,90302834
868,7/12/2022,Louisiana,Frances Britt,1584,2547401,0,14,168,2,Wang Pearson,Auto Loan,50271332,Approved,Business,Interest Bearing,66309767
869,1/14/2023,Iowa,Diana Rivas,3460,3880356,5,22,1149,2,Tanisha Mccray,Auto Loan,38381564,Approved,Business,Interest Bearing,85259225
870,8/9/2022,Florida,Kuame Brennan,5498,5850044,4,23,308,7,Samuel Manning,Auto Loan,72909662,Approved,Business,Interest Bearing,76845298
871,2/12/2023,Pennsylvania,David Mcmahon,5003,6210623,4,14,1149,4,Odette Pierce,Auto Loan,74375705,Approved,Business,Interest Bearing,78818375
872,5/17/2022,Oklahoma,Whoopi Dixon,7704,7812362,2,9,262,4,Talon Harris,Auto Loan,46773087,Approved,Business,Interest Bearing,78303532
873,2/1/2022,Colorado,Quyn Mills,7477,1587799,4,14,1060,0,Jaime Larson,Auto Loan,76202871,Approved,Business,Interest Bearing,90159430
874,6/27/2023,Alabama,Eric Parker,3922,4124508,2,21,947,1,Dean England,Auto Loan,12027211,Approved,Business,Interest Bearing,91949547
875,2/21/2023,Delaware,Paki Bowman,8373,6466063,1,21,414,7,Odysseus Whitney,Auto Loan,41521457,Approved,Business,Interest Bearing,83409109
876,10/14/2022,Utah,Harding Mercer,5937,5274509,1,2,1496,2,Coby Burris,Auto Loan,40626426,Approved,Business,Interest Bearing,59347894
877,10/10/2022,Vermont,Naida Jackson,6478,7486342,0,2,1231,1,Jael Gilmore,Auto Loan,80633628,Approved,Business,Interest Bearing,64871789
878,7/6/2022,Indiana,Uriel Lindsay,1487,3548726,1,1,1015,2,Jin Nunez,Auto Loan,15688902,Approved,Business,Interest Bearing,94832753
879,4/12/2022,Massachusetts,Calvin Castillo,3954,1438472,3,18,585,6,Samantha Garcia,Auto Loan,54807502,Approved,Business,Interest Bearing,69005839
880,4/14/2022,Missouri,George Mccoy,6092,8407654,3,5,204,8,Veda Melendez,Auto Loan,54099902,Approved,Business,Interest Bearing,94423410
881,7/24/2023,Wyoming,Micah Hicks,3044,1301762,2,19,1360,5,Dean England,Auto Loan,68726991,Approved,Business,Interest Bearing,80857778
882,11/11/2022,Michigan,Shay Carey,1960,8882162,3,15,836,3,Odysseus Whitney,Auto Loan,34151140,Approved,Business,Interest Bearing,94899696
883,9/27/2022,Louisiana,Allistair Juarez,7134,5240966,3,8,528,4,Coby Burris,Auto Loan,39550480,Approved,Business,Interest Bearing,76138319
884,9/25/2022,Wisconsin,Mari William,8775,1761198,4,0,871,1,Jael Gilmore,Auto Loan,84840978,Approved,Business,Interest Bearing,63816470
885,2/23/2023,Mississippi,Eliana Levine,7269,8745321,2,13,1389,3,Jin Nunez,Auto Loan,9368196,Approved,Business,Interest Bearing,83366149
886,4/23/2023,Maine,Jermaine Berger,5356,3391450,1,6,272,5,Samantha Garcia,Auto Loan,34710759,Approved,Business,Interest Bearing,75928285
887,2/12/2022,Oregon,Acton Farley,3209,3479703,4,20,1336,1,Veda Melendez,Auto Loan,68359262,Approved,Business,Interest Bearing,77440899
888,7/10/2022,Maine,Paul Kirby,7746,5396912,1,0,426,7,Meghan Small,Auto Loan,46141536,Approved,Business,Interest Bearing,92760048
889,10/5/2022,Washington,Destiny Pitts,9124,5438979,2,17,465,4,Dominique Vargas,Auto Loan,39674151,Approved,Business,Interest Bearing,97941859
890,1/14/2022,Nevada,Zachery Kennedy,1544,7054449,3,9,1377,5,Wang Pearson,Auto Loan,67739382,Approved,Business,Interest Bearing,89192220
891,5/14/2023,Delaware,Quail Howell,8690,7855956,1,22,1014,7,Tanisha Mccray,Auto Loan,53142039,Approved,Business,Interest Bearing,76623808
